Link,Title,Description,Original_title,news_id,Rating,Reviewers,Category,Tags,Img,Criteria,News_Source,Our_review_summary,Source_link,Why_this_matters,
https://www.healthnewsreview.org/review/3193/,IUD Proposed to Treat Uterine Cancer,"<span style=""font-size: small;""> This story earns a five-star rating with clear caveats and interpretation for readers.  </span>",IUD Proposed to Treat Uterine Cancer,story_reviews_01383,5,[],,[],http://consumer.Healthday.com/Article.asp?AID=643680,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story does not mention any costs of the IUD or other treatments.'}, {'question': 'Does the story adequately quantify the be",HealthDay,"This story carefully reports on these results, with appropriate caveats that emphasize the small size of the study, the preliminary nature of the results and narrow patient population (those with pre-cancerous lesions or early-stage cancer). It quotes sev",nan,"The progestin-containing IUD (brand name Mirena) is a highly effective, well-tolerated form of birth control. Pathology studies have also shown that the IUD can cause reversal of cellular changes, known as hyperplasia, in the lining of the uterus (enodmet",
https://www.healthnewsreview.org/review/3204/,Swedish mammography study sows more confusion about screening for breast cancer,"<span style=""font-size: small;"">In the first paragraph the story included the perspective of critics who ""charged that the study was poorly designed and potentially vastly misleading"" and that it ""made no attempt to weigh the risks of mammography against",Swedish mammography study sows more confusion about screening for breast cancer,story_reviews_01384,5,[],,[],"http://www.Los Angeles Times.com/health/boostershots/la-heb-mammography-20100929,0,3749619,print.story","[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '\n\n\nThe story only said once that ""the costs are high"" referring to screening and the risks of false positives and invasive proce",Los Angeles Times,"


 
This story about a study of mammography in Swedish women in their 40s puts the findings in the context of other recent reports and highlights the critiques of independent experts, thus helping readers to see that this is just one more piece of the pu",nan,"


 
A percentage difference that sounds dramatic may look much different when put into the context of the baseline risk and the potential drawbacks of an intervention.",
https://www.healthnewsreview.org/review/3205/,New mammogram study stirs debate for women in 40s,"Clearly and strongly and early (in the 4th graf), the story states that ""the new study has major limitations and cannot account for possibly big differences in the groups of women it compares.""  That’s the kind of statement readers need on a complex is",New mammogram study stirs debate for women in 40s,story_reviews_01385,5,[],,[],http://hosted.ap.org/dynamic/stories/U/US_MED_MAMMOGRAMS?SITE=AP,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': '\n\n\nAlthough the story notes the number of women who would need to be screened to prevent a breast cancer death and the risk ",AP Associated Press,"



 
This story gives readers a balanced view of the benefits and harms of screening mammography among women in their 40s based on the results of study comparing the areas in Sweden that offered routine screening to those that did not. It tells readers n",nan,"


 
The clear description of some of the limitations of mammography helps readers see some of the complexity of decisions about screening.",
https://www.healthnewsreview.org/review/3192/,Simplifying the Decision for a Prostate Screening,"<span style=""font-size: larger;"">We’re not sure how much this story – or the study on which it’s based – will ""simplify"" decision-making for men facing this issue. </span>",Simplifying the Decision for a Prostate Screening,story_reviews_01387,4,[],,[],http://well.blogs.nytimes.com/2010/09/27/simplifying-the-decision-for-a-prostate-screening/?ref=health,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': '\xa0There was no discussion of costs, though this doesn’t seem relevant to this particular discussion.\xa0'}, {'question': 'D",The New York Times, This story reported on a recent study that found that a man’s PSA level at age 60 was a useful indicator of his risk for developing aggressive prostate cancer within his lifetime.  While initially seeming to indicate that major groups concur that the,nan," It is important for men to understand that that prostate cancer is not a monolithic condition.  Some prostate cancer is aggressive and much of it is not.  Further, there is value in recognizing that ‘catching a cancer early and treating’ is not wi",
https://www.healthnewsreview.org/review/3195/,IUDs May Help Treat Endometrial Cancer,"The story addresses most of our criteria –  but – as is often the case, no discussion of costs or potential harms. ",IUDs May Help Treat Endometrial Cancer,story_reviews_01389,4,[],,[],http://www.WebMD.com/cancer/news/20100928/iuds-may-help-treat-endometrial-cancer,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story does not mention the costs of the IUD or implantation.'}, {'question': 'Does the story adequately quantify the benefi",WebMD,"The standard treatment for endometrial cancer is hysterectomy, or surgical removal of the uterus.  However, some women, including younger women who wish to preserve their fertility, may prefer non-surgical alternatives. A study published in the Annals of",nan,"Endometrial cancer is rare in women under 40. However, for these women, who may wish to preserve their childbearing ability, there have been few alternatives to hysterectomy.",
https://www.healthnewsreview.org/review/3199/,Can lasers help you stop smoking? Check the data," We don’t often see subheads like this: ""’NOT ENOUGH EVIDENCE’ IN SCIENTIFIC TERMS; NOT FDA-APPROVED FOR QUITTING SMOKING; WON’T WORK ON EVERYBODY."" Beneath each subhead, the story dismantles the scientific claims of laser therapy proponents pi",Can lasers help you stop smoking? Check the data,story_reviews_01391,5,[],,[],http://www.Reuters.com/article/idUSTRE68S3TM20100929,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story explains that the company profiled ""charges $350 for a one-time treatment that takes less than an hour, and offers free e",Reuters Health,"This story does something that few stories accomplish. It takes on a flashy topic – lasers to stop people from smoking – and deconstructs the science, or lack thereof, being used to sell it. Often stories about buzzworthy treatments focus on the weird",nan,"Smoking causes about one out of every five preventable deaths in the US, and it is one of the toughest addictions to kick. Obviously people with the will to quit would like to be able to do so in one easy visit to a laser spa. By allowing scientific claim",
https://www.healthnewsreview.org/review/3190/,"In Test of Stents, Old Standby Wins Out","<span style=""line-height: 115%; font-family: ; font-size: 10pt"">Stents are a complex topic and this article covers a lot of solid ground, but we’ve pointed out some shakier spots.</span>","In Test of Stents, Old Standby Wins Out",story_reviews_01395,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=643623,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Costs aren’t discussed.'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/product/proced",HealthDay,"

 ",nan,"While coating metal stents with drugs has reduced the odds that the arteries will clog again, they have the downside of requiring much longer courses of dual anti-platelet drugs, which increases the risks of bleeding. And that bleeding risk becomes a part",
https://www.healthnewsreview.org/review/3172/,New study widens debate on the value of mammograms,Good job.  ,New study widens debate on the value of mammograms,story_reviews_01396,5,[],,[],http://www.philly.com/inquirer/health_science/daily/20100923_New_study_widens_debate_on_the_value_of_mammograms.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': '\n\n\n\n \nThe story does not mention the cost of mammography (or of follow up tests and treatments) to the individual, or, col",The Philadelphia Inquirer,"



 
This story clearly outlines how a study of mammography screening in Norway feeds into debate about the value of breast cancer screening. It includes the comments of experts who have a variety of perspectives on the latest data.

 
 ",nan,"


 
Women have been whipsawed by often confusing statements and claims about whether and when to get a mammogram. This story lays out how the latest study data points to benefits of screening… but that the benefits appear to be smaller than most people",
https://www.healthnewsreview.org/review/3181/,Mammogramsâ€™ Value in Cancer Fight at Issue,Terrific sourcing is the highlight of this story – with quotes or excerpts from seven different sources.  ,Mammogramsâ€™ Value in Cancer Fight at Issue,story_reviews_01398,5,[],,[],http://www.nytimes.com/2010/09/23/health/research/23mammogram.html?_r=1,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': '\n\n\nThe story does not mention the costs of screening or follow-up tests or treatment – to the individual or, collectively,",The New York Times,"



 
This story offers readers a comprehensive overview of the study of screening mammography in Norway. It clearly explains how this study is different from earlier examinations of the effect of mammography, so that readers can get a better understandin",nan,"


 
Readers of this story will see the new results as a useful addition to other evidence on the value of mammography screening. By providing proper context, the story helps readers understand why these researchers concluded that mammography may have sma",
https://www.healthnewsreview.org/review/3174/,Mammograms Less Effective Than Believed,"<span style=""font-size: small;"">The quotes and the statistics provided by Dr. Gilbert Welch, who wrote the editorial in the New England Journal of Medicine, were key in helping to explain the study and put it in perspective for readers. </span>",Mammograms Less Effective Than Believed,story_reviews_01399,5,[],,[],http://www.WebMD.com/breast-cancer/news/20100922/mammograms-less-effective-than-believed,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'This story did not mention the cost or insurance coverage for mammograms – an unfortunate oversight given the nature of this ",WebMD, ,nan,nan,
https://www.healthnewsreview.org/review/3177/,Mammogram benefits more modest than doctors thought,"<span style=""font-size: small;""><span style=""font-family: Arial;"">In a relatively short account (&lt;500 words) of the results of a study of the effects of mammography screening in Norway, this story does a relatively good job communicating the conclusion",Mammogram benefits more modest than doctors thought,story_reviews_01400,4,[],,[],http://www.USA Today.com/yourlife/health/medical/breastcancer/2010-09-23-mammogram23_st_N.htm,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': '\n\n\n\nThe story does not mention the cost of mammography (or of follow up tests and treatments) to the individual, or, collec",USA Today,"



 
 However, it does not explain to readers what is new or different about this study compared to earlier reports. Also, the final word in the story goes to an expert who touts benefits of mammography screening that clash with what was seen in this st",nan,"


 
By comparing this story with, for example, the Philadelphia Inquirer and WebMD stories, you see how some of the gaps we’ve identified were addressed by competitors, giving readers a more complete and helpful story. ",
https://www.healthnewsreview.org/review/3168/,Some appendicitis cases may not require ’emergency’ surgery,"<span style=""font-size: small;"">In an efficient and effective little 262-word story, USA Today reported what surprisingly few other news organizations did on a theme of ""More expensive, rushed emergency surgery is not always better.""</span>",Some appendicitis cases may not require ’emergency’ surgery,story_reviews_01403,5,[],,[],http://www.USA Today.com/yourlife/health/healthcare/hospitals/2010-09-21-appendectomy21_ST_N.htm,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'Although the story didn’t cite the cost of appendectomy – emergency or urgent surgery – and we wish it had, we nonetheless wi",USA Today,"We really don’t understand why only a handful of mainstream news organizations reported this story. (At least in what we found.)
Why is that not a story? 
We applaud USA Today for finding time and space – and clearly it didn’t need to free up much s",nan,"The story explains that as many as 300,000 appendectomies are done each year in the US.  That figure alone explains why this is an important study to report. ",
https://www.healthnewsreview.org/review/3162/,New Drugs Stir Debate on Rules of Clinical Trials,This story may evoke many different responses from readers and reviewers.  But our reviewers – applying our ten criteria fairly – give it a five-star score.  Concerns? Yes.  Overall impression?  Strong. ,New Drugs Stir Debate on Rules of Clinical Trials,story_reviews_01405,5,[],,[],http://www.nytimes.com/2010/09/19/health/research/19trial.html?_r=1,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story hints at costs, noting, for example, that one phase of the trials for the drug would cost $100 million. It also talks abo",The New York Times,"A powerfully written account of how two cancer patients’ lives track the development of a promising cancer drug, this story does readers a great service by explaining the intricacies and ethical quandries of the clinical trial process. It does not serve",nan,"The newspaper archives are full of stories about promising cancer drugs that went nowhere. As this story rightly points out, early success in reducing a patient’s symptoms does not mean a drug will increase a patient’s chance of long-term survival. St",
https://www.healthnewsreview.org/review/3166/,Early Trial Suggests COPD Drug Might Help Some Asthmatics,"<span style=""font-size: small;"">Slightly better than the competing <a href=""https://www.healthnewsreview.org/review.html?review_id=3167"" target=""_blank"">AP story</a> – mainly because of the way it emphasized the caveats about this research. </span>",Early Trial Suggests COPD Drug Might Help Some Asthmatics,story_reviews_01406,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=643299,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Costs aren’t discussed and should be.'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/",HealthDay,"Each tells the tale differently, with different context and subplots. This HealthDay story nicely frames the meaning of this line of research by hammering home its early stage and unanswered questions. 
 ",nan,"There’s a need for additional effective, well-tolerated treatment options for uncontrolled asthma, and this study provides early evidence—to be confirmed in future research—of a drug that’s sometimes given to such patients but is not currently app",
https://www.healthnewsreview.org/review/3157/,Looming ruling on breast cancer drug splits patient advocates,"<span style=""font-size: small;"">A 4-star story that, nonetheless, felt imbalanced as it focused on one personal story that missed the issue at hand – that on average, the drug is not very effective and causes problems. Where was the anecdote that reflec",Looming ruling on breast cancer drug splits patient advocates,story_reviews_01410,4,[],,[],http://www.CNN.com/2010/HEALTH/09/15/breast.cancer.drug/index.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': ''}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/product/procedure?', 'answer': 'Satisfactor",CNN Health,"



In December, an FDA advisory panel will decide if it should revoke the approval of the drug Avastin for treating metastatic breast cancer based on the results of two major trials suggesting that the serious side effects outweigh the time that patients",nan,Two major trials found that Avastin is not particularly effective for treating metastatic breast cancer and it causes serious side effects. The story missed this main issue by devoting an extraordinary amount of space to just one woman’s success sto,
https://www.healthnewsreview.org/review/3152/,Drug for Irritable Bowel Achieves Goals in Trial,"If this story had gone the extra step of bringing in some independent experts to analyze the evidence, it would have given readers a much better picture of IBS and its treatment options.",Drug for Irritable Bowel Achieves Goals in Trial,story_reviews_01413,4,[],,[],http://www.nytimes.com/2010/09/14/health/research/14bowel.html?_r=1,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story notes that the new drug would likely\xa0cost ""several dollars a day.""\xa0We’ll call this satisfactory since we can’t ",The New York Times,"This New York Times story about an experimental drug for irritable bowel syndrome (IBS) satisfied most of our criteria. Its few shortcomings, however, were significant and threw the overall story out of balance. First, the story reported on clinical tria",nan,"There are few effective treatments for irritable bowel syndrome, and most of the treatments that are effective bring limited relief to a minority of patients. The prospect of a useful new therapy for this condition is excellent news for patients, but we n",
https://www.healthnewsreview.org/review/3140/,No Cure For Morning Sickness Just Yet,"More stories need to take advantage of Cochrane Library reviews, as this one did in discussing treatments for morning sickness. At the same time, the key components of any good story — cost information, hard data and independent voices — should not be",No Cure For Morning Sickness Just Yet,story_reviews_01415,4,[],,[],http://www.NPR.org/blogs/health/2010/09/07/129708094/morning-sickness,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There wasn’t any discussion of\xa0costs of these treatments. The point of the story was tell readers that these treatments co",NPR,"We wish more stories focused their coverage on the lack of good evidence supporting commonly used medical treatments, as this NPR story about remedies for morning sickness did. We also appreciate this story’s decision to cover a Cochrane Library sy",nan,"Morning sickness is common and can range from a minor annoyance to a life-threatening condition. It takes a significant toll on women and our economy via lost work days, increased anxiety, physical symptoms and reduced overall quality of life. Women who ",
https://www.healthnewsreview.org/review/3139/,Pancreatic Chemo Comparison Finds No Survival Boost,"<font size=""3"">It takes trial and error to find appropriate cancer strategies. We are happy to see reporting on a strategy that failed because failures can ultimately lead to successes. We do wish a few more of important questions were answered.</font>",Pancreatic Chemo Comparison Finds No Survival Boost,story_reviews_01423,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=642851,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Costs of these chemotherapy agents are not discussed. The study compared a drug available only as a brand name to a regimen con",HealthDay,This story gave balanced coverage and the right tone to an ongoing area of research: chemotherapy for pancreatic cancer. A few more sentences would have plugged the holes and added important context about why the study compared these two regimens in the f,nan,New strategies are needed in the war against pancreatic cancer. The JAMA editorial accompanying the study called such cancers “arguably the most challenging of human malignancies.” An effective new treatment option could offer hope and extended life ,
https://www.healthnewsreview.org/review/3134/,Topical Gel Catches Up With Pills for Relief,"Sometimes the frame can distract from the picture. This rare, clear-eyed assessment of the medical evidence about a pain reliever is upstaged by an overly enthusiastic headline, lead and anecdotal comments.",Topical Gel Catches Up With Pills for Relief,story_reviews_01424,4,[],,[],http://www.nytimes.com/2010/09/07/health/07pain.html?_r=1,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '1clip_filelist.xml""/>\n\n\n\nThe story says that the average copayment for a month’s supply of some of the topical NSAID medicati",The New York Times,"1clip_filelist.xml""/>




This story about topical gels that contain pain relief medication similar to ibuprofen makes a strong showing when examined point-by-point. Nevertheless, readers may end up with a skewed impression because of the personal anecdot",nan,"1clip_filelist.xml""/>




One strongly-worded claim or conclusion can brush aside a page full of facts. This story has a well-constructed middle that is overshadowed by opinions highlighted at both its beginning and end.",
https://www.healthnewsreview.org/review/3123/,Benefits seen for high-risk women in ovary removal,"<span style=""font-size: small;"">THIS is how this study should have been reported! The only five-star story out of four reviewed on a complicated topic that is sure to be hotly debated by researchers and clinicians. It sorted through the evidence carefully",Benefits seen for high-risk women in ovary removal,story_reviews_01428,5,[],,[],http://www.huffingtonpost.com/2010/09/01/benefits-seen-for-highris_n_701915.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '\xa0\n\nThe story refers to the costs of both testing and treatments.'}, {'question': 'Does the story adequately quantify the benef",AP Associated Press," 
This story is the best of four we reviewed on a study of women with an elevated risk of cancer connected to mutations in their BRCA1 and BRCA2 genes and the effects of preventive surgery. (See reviews of the Reuters, NPR and HealthDay stories.) In cont",nan," 
The findings of this study are likely to have a strong influence on the advice given to women who have a high risk of breast and ovarian cancer due to BRCA1 and BRCA2 gene mutations. Nevertheless, news reports should try to do what this story did: pres",
https://www.healthnewsreview.org/review/3126/,Diabetes Drug Metformin Linked to Lower Lung Cancer Rate in Mice,Much more complete job than its ,Diabetes Drug Metformin Linked to Lower Lung Cancer Rate in Mice,story_reviews_01431,5,[],,[],http://consumer.Healthday.com/Article.asp?AID=642736,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story explains that ""Metformin (originally marketed as Glucophage, though it is now available as an inexpensive generic) has be",HealthDay,"It doesn’t take much to please us sometimes – but putting ""mice"" in the headline goes a long way most days.  If you’re going to report this stuff, you better be up front about the level of research.  And this story went on to include other caveat",nan,"It is interesting and thought-provoking to consider the potential impact of a widely-available, generally safe and inexpensive generic medicine being used in this new way.  But the research – and the potential – deserve to be wrapped in the caveats t",
https://www.healthnewsreview.org/review/3112/,Low-Dose Omega-3 Fatty Acids Don’t Protect Heart Patients,"<span style=""font-size: small;"">A reasonably cautious summary of a paper that had not yet been presented at a European conference at the time the story was written. </span>",Low-Dose Omega-3 Fatty Acids Don’t Protect Heart Patients,story_reviews_01435,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=642547,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable. The margarines used in the study are not commercially available, so we can understand why cost of these formulati",HealthDay," We were frankly a bit surprised at the number of stories on this study – this one even being filed well before the paper was even presented at the Curopean Society of Cardiology Congress in Stockholm.  Was it that earth-shattering?  However, at leas",nan," The ending quote is the money quote:  ""..this is by no menas the final word.""  It never is.  ",
https://www.healthnewsreview.org/review/3119/,Pot may provide some chronic pain relief: study,Better than the ,Pot may provide some chronic pain relief: study,story_reviews_01437,4,[],,[],http://www.Reuters.com/article/idUSTRE67T2VA20100830,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'It is less surprising that neither story discussed costs, given that so few stories do. But sample costs could have been obtain",Reuters Health,"The story did a great job evaluating the evidence, providing outside voices, discussing alternatives to marijuana smoking, and presenting both the benefits and the potential harms. It could have done a better job discussing possible costs, availability an",nan,"This topic lends itself to jokey, pun-filled writing, but this story played it straight. Chronic pain can ruin lives, and a breakthrough with an alternative approach would be important news. As this story makes clear, until some larger studies with fewer ",
https://www.healthnewsreview.org/review/3113/,Study: More omega-3 fats didn’t aid heart patients,"<span style=""font-size: small;"">This is one story that mentioned the increasing number of foods that are promoted for being ""fortified"" with omega-3 fatty acids.  It’s been a hot marketing trend.  Maybe this study will make readers question whether su",Study: More omega-3 fats didn’t aid heart patients,story_reviews_01438,5,[],,[],http://hosted.ap.org/dynamic/stories/U/US_MED_HEART_HEALTHY_FATS?SITE=AP,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': '\xa0As the products used in the study are not commercially available, there was no mention of their presumptive costs.\n(It might",AP Associated Press,"One of 3 stories we reviewed on this study (Reuters and HealthDay were the others), this one did raise some interesting thoughts about why the study failed to show a difference and reported on some of the other types of foods that are now commercially for",nan, Health claims in food marketing require a great deal of scrutiny.  This new data casts some doubt on some past marketing practices. We’ll see how and if that changes – and if consumer behavior and health care advice changes at all. As a quote in th,
https://www.healthnewsreview.org/review/3115/,Omega-3 margarines fail to help in heart study,"<span style=""font-size: small;"">One of three stories we reviewed on this paper in the NEJM. (Also see the <a href=""https://www.healthnewsreview.org/review.html?review_id=3113"" target=""_blank"">AP</a> and <a href=""https://www.healthnewsreview.org/review.htm",Omega-3 margarines fail to help in heart study,story_reviews_01439,5,[],,[],http://www.Reuters.com/article/idUSTRE67S07W20100829,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Not applicable; the product in question is not commercially available. But why didn’t the story give us some range for comparis",Reuters Health, This story reports on a study published in the New England Journal of Medicine that found little impact from the use of omega-3 supplemented margarine.  The outcomes of the study were interpreted as suggesting that a population using optimal medical th,nan," The key quote in the story was this: 
""It will be viewed as a largely negative study and people who are enthusiasts for omega fatty acids will continue to be enthusiasts and people who are skeptics will continue to be skeptics,"" said Scott Wright of the",
https://www.healthnewsreview.org/review/3110/,"Gaining on death, cooling therapy catches on slowly","Reuters Health digs deep and wide on this one, affords the story a lot of space, and delivers readers a very good story. ","Gaining on death, cooling therapy catches on slowly",story_reviews_01440,5,[],,[],http://www.Reuters.com/article/idUSTRE67P4HT20100826,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '1clip_filelist.xml""/>\n\n\n\nThe story does a good job in articulating the expense associated with universal adoption of cooling me",Reuters Health,"1clip_filelist.xml"" rel=""File-List""/>



 
This in-depth (3400 word) report on cooling patients after cardiac arrest in order to reduce the risk of brain damage offers readers a wealth of detail on therapeutic hypothermia, the available evidence of its ef",nan,"1clip_filelist.xml"" rel=""File-List""/>



 
The likelihood of surviving and thriving after an out of hospital cardiac arrest has been low for a host of reasons.  As the story notes approximately 300,000 Americans suffer a heart attack outside the hospital",
https://www.healthnewsreview.org/review/3101/,"‘Breakthrough’ melanoma drug shrinks tumors, may prolong life*","<span style=""font-size: small;"">This story was well done and deserves a high 4-star rating.  But the online version (at least) delivered key caveats and context in the sidebar, not in the main text, and these key points may have been missed. (See reviews","‘Breakthrough’ melanoma drug shrinks tumors, may prolong life*",story_reviews_01441,4,[],,[],http://www.USA Today.com/news/health/2010-08-26-1Amelanoma26_ST_N.htm,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'This was the only\xa0one of the three competing stories we reviewed which mentioned costs. While an accurate estimate of the new dr",USA Today,"Clearly, in the big picture, we liked this story.  It addressed most of our criteria.  Our negative comments are about structure not the reporting. We found the story online.  We didn’t see the print version.  The sidebar could have been easily miss",nan,"The prospect of a new therapy for advanced melanoma — a deadly condition that resists almost all efforts at treatment – is, indeed, exciting. But we think it’s important not to let this excitement feed false hope for desperate patients and their ",
https://www.healthnewsreview.org/review/3102/,Biosynthetic Corneas Show Promise in Transplants,There were some strengths in this story that did not appear in the other two we reviewed (,Biosynthetic Corneas Show Promise in Transplants,story_reviews_01442,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=642463,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'This is the only story of the three reviewed to discuss costs. As for cost, Griffith said the biosynthetic corneas ""in theory"" shou",HealthDay,This story establishes the small scope of the story up high. It brings in one outside voice and is more cautious than the other two stories in describing the number of people affected by corneal conditions. It also is the only story to use a dollar figur,nan,"This story was similar to the Reuters story but packed in more information and did not rely largely on the press release. It shows that even with limited space and time, a reporter can pull together the relevant facts to present readers with most of the c",
https://www.healthnewsreview.org/review/3104/,First Biosynthetic Corneas Implanted,"<span style=""font-size: small;"">Of the three stories we reviewed on this same study, this one did the best job of placing the study into the correct context and sharing with readers most of the details necessary to help them decide how to evaluate this pr",First Biosynthetic Corneas Implanted,story_reviews_01444,5,[],,[],http://www.WebMD.com/eye-health/news/20100825/first-biosynthetic-corneas-implanted,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'One of the few ways this story fell down. Because donor corneas and plastic corneas are already on the market, at least a range",WebMD,"The story could have discussed costs and done a better job quantifying how many people might actually benefit from this treatment. All in all, though, the story was far more complete than the other two.
 ",nan,"Blindness is a serious public health concern, especially in developing countries, and any potential advance that would increase the number of corneas would be good news. People in the U.S. who are struggling with vision loss are anxious for treatment prog",
https://www.healthnewsreview.org/review/3107/,"In Early Trial, Targeted Therapy Fights Advanced Melanoma","<span style=""font-size: small;"">Of the three competing stories we reviewed on this topic, this HealthDay piece did the best job of clearly laying out the limitations of the new research. (Also see reviews of <a href=""https://www.healthnewsreview.org/rev","In Early Trial, Targeted Therapy Fights Advanced Melanoma",story_reviews_01446,4,[],,[],http://consumer.Healthday.com/Article.asp?AID=642479,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'The story didn’t mention costs, which is somewhat understandable given the early phase of research.\xa0 But the competing USA",HealthDay,"Importantly, it was the only story to explain that we don’t yet know whether the new drug prolongs the survival of patients with metastatic melanoma. Somewhat surprisingly given the story’s attention to these details, it failed to describe or make ",nan,"Messages promoting cancer screening are ubiquitous but not always evidence based. As one of our reviewers completed his work, New England Patriots owner Robert Kraft is urging women not to be afraid of false-positive mammograms during the halftime of a p",
https://www.healthnewsreview.org/review/3079/,Tai chi may ease fibromyalgia pain,"Only 400 words long, this story deserves a four-star score.  Succinct, but not dry, with some appropriate caveats. ",Tai chi may ease fibromyalgia pain,story_reviews_01451,4,[],,[],http://www.USA Today.com/yourlife/health/medical/alternative/2010-08-19-taichi19_st_N.htm,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'This is the only of the five stories to actually put a dollar figure on the classes. ""Even the cost of a class, which can top $50 a",USA Today,"The story does two things better than all the other stories. It puts a dollar figure to the cost of tai chi therapy, and it gives people a better sense of how popular tai chi is. It could have done a better job evaluating the evidence and providing some a",nan,"Why not just give the absolute numbers? How many out of how many? Why make the reader do the math? ""79% of tai chi participants said their symptoms had improved, compared with 39% of those in the educational class…Even three months after the classes end",
https://www.healthnewsreview.org/review/3081/,Tai Chi Reported to Ease Fibromyalgia,The best of the five stories we reviewed on the same study.  Read why. ,Tai Chi Reported to Ease Fibromyalgia,story_reviews_01452,4,[],,[],http://www.nytimes.com/2010/08/19/health/19taichi.html?_r=1,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': '\xa0At a minimum, the reporter could have found out how much the master used in the study typically charges and how much the DVD co",The New York Times, This is a well considered look at a limited study of an unusual approach to a disorder that has stumped clinicians for decades. It is the only one of the five stories we reviewed that quoted a patient about her experience. This has pluses and minuses. T,nan,"With a sensational topic like tai chi for a debilitating syndrome it is important to write even more clearly and dispassionately as possible. Whether clinicians really have a handle on what causes fibromyalgia remains to be seen, but the truth is that man",
